"2130";"Atlantic City";"1980";"80388";"23954";"Crime";"Drama";"Romance";"-";"-"
"2131";"Autumn Sonata (Höstsonaten)";"1978";"77711";"12761";"Drama";"-";"-";"-";"-"
"2132";"Who's Afraid of Virginia Woolf?";"1966";"61184";"396";"Drama";"-";"-";"-";"-"
"2133";"Adventures in Babysitting";"1987";"92513";"14367";"Adventure";"Comedy";"-";"-";"-"
"2134";"Weird Science";"1985";"90305";"11814";"Comedy";"Fantasy";"Sci-Fi";"-";"-"
"2135";"Doctor Dolittle";"1967";"61584";"16081";"Adventure";"Children";"Musical";"-";"-"
"2136";"The Nutty Professor";"1963";"57372";"18331";"Comedy";"Sci-Fi";"-";"-";"-"
"2137";"Charlotte's Web";"1973";"70016";"15171";"Animation";"Children";"-";"-";"-"
"2138";"Watership Down";"1978";"78480";"11837";"Adventure";"Animation";"Children";"Drama";"Fantasy"
"2139";"The Secret of NIMH";"1982";"84649";"11704";"Adventure";"Animation";"Children";"Drama";"-"
"2140";"The Dark Crystal";"1982";"83791";"11639";"Adventure";"Fantasy";"-";"-";"-"
"2141";"American Tail, An";"1986";"90633";"4978";"Adventure";"Animation";"Children";"Comedy";"-"
"2142";"American Tail: Fievel Goes West, An";"1991";"101329";"10380";"Adventure";"Animation";"Children";"Musical";"Western"
"2143";"Legend";"1985";"89469";"11976";"Adventure";"Fantasy";"Romance";"-";"-"
"2144";"Sixteen Candles";"1984";"88128";"15144";"Comedy";"Romance";"-";"-";"-"
"2145";"Pretty in Pink";"1986";"91790";"11522";"Comedy";"Drama";"Romance";"-";"-"
"2146";"St. Elmo's Fire";"1985";"90060";"11557";"Drama";"Romance";"-";"-";"-"
"2147";"The Clan of the Cave Bear";"1986";"90848";"13853";"Adventure";"Drama";"Fantasy";"-";"-"
"2148";"House";"1986";"91223";"11415";"Comedy";"Fantasy";"Horror";"-";"-"
"2149";"House II: The Second Story";"1987";"93220";"37530";"Comedy";"Fantasy";"Horror";"-";"-"
"2150";"The Gods Must Be Crazy";"1980";"80801";"8393";"Adventure";"Comedy";"-";"-";"-"
"2151";"The Gods Must Be Crazy II";"1989";"97443";"11937";"Comedy";"-";"-";"-";"-"
"2152";"Air Bud: Golden Receiver";"1998";"140796";"21661";"Children";"Comedy";"-";"-";"-"
"2153";"The Avengers";"1998";"118661";"9320";"Action";"Adventure";"-";"-";"-"
"2154";"How Stella Got Her Groove Back";"1998";"120703";"33644";"Drama";"Romance";"-";"-";"-"
"2155";"The Slums of Beverly Hills";"1998";"120831";"14662";"Comedy";"Drama";"-";"-";"-"
"2156";"The Best Man (Testimone dello sposo, Il)";"1998";"133413";"125124";"Comedy";"Drama";"Romance";"-";"-"
"2159";"Henry: Portrait of a Serial Killer";"1986";"99763";"10692";"Crime";"Horror";"Thriller";"-";"-"
"2160";"Rosemary's Baby";"1968";"63522";"805";"Drama";"Horror";"Thriller";"-";"-"
"2161";"The NeverEnding Story";"1984";"88323";"34584";"Adventure";"Children";"Fantasy";"-";"-"
"2162";"The NeverEnding Story II: The Next Chapter";"1990";"100240";"34636";"Adventure";"Children";"Fantasy";"-";"-"
"2163";"Attack of the Killer Tomatoes!";"1978";"80391";"2182";"Comedy";"Horror";"-";"-";"-"
"2164";"Surf Nazis Must Die";"1987";"94077";"28070";"Action";"Comedy";"Drama";"Horror";"-"
"2165";"Your Friends and Neighbors";"1998";"119517";"77469";"Comedy";"Drama";"-";"-";"-"
"2166";"Return to Paradise";"1998";"124595";"10278";"Crime";"Drama";"Romance";"Thriller";"-"
"2167";"Blade";"1998";"120611";"36647";"Action";"Horror";"Thriller";"-";"-"
"2169";"Dead Man on Campus";"1998";"118301";"14557";"Comedy";"-";"-";"-";"-"
"2170";"Wrongfully Accused";"1998";"120901";"9417";"Action";"Comedy";"-";"-";"-"
"2171";"Next Stop Wonderland";"1998";"119778";"41469";"Comedy";"Drama";"Romance";"-";"-"
"2172";"The Strike! (a.k.a. All I Wanna Do Hairy Bird)";"1998";"120692";"19381";"Comedy";"Drama";"-";"-";"-"
"2174";"Beetlejuice";"1988";"94721";"4011";"Comedy";"Fantasy";"-";"-";"-"
"2175";"Déjà Vu";"1997";"119033";"161795";"Drama";"Romance";"-";"-";"-"
"2176";"Rope";"1948";"40746";"1580";"Crime";"Drama";"Thriller";"-";"-"
"2177";"Family Plot";"1976";"74512";"5854";"Comedy";"Thriller";"-";"-";"-"
"2178";"Frenzy";"1972";"68611";"573";"Thriller";"-";"-";"-";"-"
"2179";"Topaz";"1969";"65112";"2370";"Thriller";"-";"-";"-";"-"
"2180";"Torn Curtain";"1966";"61107";"5780";"Thriller";"-";"-";"-";"-"
"2181";"Marnie";"1964";"58329";"506";"Drama";"Mystery";"Romance";"Thriller";"-"
"2182";"The Wrong Man";"1956";"51207";"22527";"Drama";"Film-Noir";"Thriller";"-";"-"
"2183";"The Man Who Knew Too Much";"1956";"49470";"574";"Adventure";"Drama";"Mystery";"Thriller";"-"
"2184";"The Trouble with Harry";"1955";"48750";"11219";"Comedy";"Mystery";"-";"-";"-"
"2185";"I Confess";"1953";"45897";"30159";"Thriller";"-";"-";"-";"-"
"2186";"Strangers on a Train";"1951";"44079";"845";"Crime";"Drama";"Film-Noir";"Thriller";"-"
"2187";"Stage Fright";"1950";"42994";"1978";"Mystery";"Romance";"Thriller";"-";"-"
"2188";"54";"1998";"120577";"3682";"Drama";"-";"-";"-";"-"
"2190";"Why Do Fools Fall In Love?";"1998";"123324";"46702";"Drama";"-";"-";"-";"-"
"2193";"Willow";"1988";"96446";"847";"Action";"Adventure";"Fantasy";"-";"-"
"2194";"The Untouchables";"1987";"94226";"117";"Action";"Crime";"Drama";"-";"-"
"2195";"Dirty Work";"1998";"120654";"14577";"Comedy";"-";"-";"-";"-"
"2196";"Knock Off";"1998";"120724";"37498";"Action";"-";"-";"-";"-"
"2201";"The Paradine Case";"1947";"39694";"31667";"Drama";"-";"-";"-";"-"
"2202";"Lifeboat";"1944";"37017";"13321";"Drama";"War";"-";"-";"-"
"2203";"Shadow of a Doubt";"1943";"36342";"21734";"Crime";"Drama";"Thriller";"-";"-"
"2204";"Saboteur";"1942";"35279";"31997";"Mystery";"Thriller";"-";"-";"-"
"2205";"Mr. & Mrs. Smith";"1941";"33922";"24197";"Comedy";"Romance";"-";"-";"-"
"2206";"Suspicion";"1941";"34248";"11462";"Film-Noir";"Mystery";"Thriller";"-";"-"
"2207";"Jamaica Inn";"1939";"31505";"31995";"Drama";"-";"-";"-";"-"
"2208";"The Lady Vanishes";"1938";"30341";"940";"Drama";"Mystery";"Thriller";"-";"-"
"2210";"Sabotage";"1936";"28212";"12684";"Thriller";"-";"-";"-";"-"
"2211";"Secret Agent";"1936";"28231";"2761";"Thriller";"-";"-";"-";"-"
"2212";"The Man Who Knew Too Much";"1934";"25452";"8208";"Drama";"Thriller";"-";"-";"-"
"2226";"The Ring";"1927";"18328";"36056";"Drama";"-";"-";"-";"-"
"2227";"The Lodger: A Story of the London Fog";"1927";"17075";"2760";"Crime";"Drama";"Thriller";"-";"-"
"2231";"Rounders";"1998";"128442";"10220";"Drama";"-";"-";"-";"-"
"2232";"Cube";"1997";"123755";"431";"Horror";"Mystery";"Sci-Fi";"Thriller";"-"
"2236";"Simon Birch";"1998";"124879";"22796";"Drama";"-";"-";"-";"-"
"2239";"Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)";"1975";"73817";"37916";"Comedy";"Drama";"-";"-";"-"
"2240";"My Bodyguard";"1980";"81207";"21873";"Drama";"-";"-";"-";"-"
"2241";"Class";"1983";"85346";"21500";"Comedy";"-";"-";"-";"-"
"2243";"Broadcast News";"1987";"92699";"12626";"Comedy";"Drama";"Romance";"-";"-"
"2244";"The Allnighter";"1987";"92537";"37818";"Comedy";"Romance";"-";"-";"-"
"2245";"Working Girl";"1988";"96463";"3525";"Comedy";"Drama";"Romance";"-";"-"
"2247";"Married to the Mob";"1988";"95593";"2321";"Comedy";"-";"-";"-";"-"
"2248";"Say Anything...";"1989";"98258";"2028";"Comedy";"Drama";"Romance";"-";"-"
"2249";"My Blue Heaven";"1990";"100212";"16384";"Comedy";"-";"-";"-";"-"
"2252";"Hero";"1992";"104412";"10699";"Comedy";"Drama";"-";"-";"-"
"2253";"Toys";"1992";"105629";"11597";"Comedy";"Fantasy";"-";"-";"-"
"2255";"Young Doctors in Love";"1982";"84938";"47947";"Comedy";"-";"-";"-";"-"
"2256";"Parasite";"1982";"84472";"48311";"Horror";"Sci-Fi";"-";"-";"-"
"2257";"No Small Affair";"1984";"87810";"44772";"Comedy";"Romance";"-";"-";"-"
"2259";"Blame It on Rio";"1984";"86973";"14347";"Comedy";"Romance";"-";"-";"-"
"2260";"Wisdom";"1986";"92225";"41090";"Crime";"Drama";"-";"-";"-"
"2261";"One Crazy Summer";"1986";"91680";"18282";"Comedy";"-";"-";"-";"-"
"2262";"About Last Night...";"1986";"90583";"18169";"Comedy";"Drama";"Romance";"-";"-"
"2263";"The Seventh Sign";"1988";"96073";"11082";"Drama";"Fantasy";"Thriller";"-";"-"
"2264";"We're No Angels";"1989";"98625";"5971";"Comedy";"Crime";"-";"-";"-"
"2265";"Nothing But Trouble";"1991";"102558";"11933";"Adventure";"Comedy";"-";"-";"-"
"2266";"The Butcher's Wife";"1991";"101523";"20096";"Comedy";"Romance";"-";"-";"-"
"2267";"Mortal Thoughts";"1991";"102469";"30815";"Mystery";"Thriller";"-";"-";"-"
"2268";"Few Good Men, A";"1992";"104257";"881";"Crime";"Drama";"Thriller";"-";"-"
"2269";"Indecent Proposal";"1993";"107211";"4478";"Drama";"Romance";"-";"-";"-"
"2271";"Permanent Midnight";"1998";"120788";"22318";"Drama";"-";"-";"-";"-"
"2272";"One True Thing";"1998";"120776";"53113";"Drama";"-";"-";"-";"-"
"2273";"Rush Hour";"1998";"120812";"2109";"Action";"Comedy";"Crime";"Thriller";"-"
"2275";"Six-String Samurai";"1998";"118736";"24746";"Action";"Adventure";"Sci-Fi";"-";"-"
"2278";"Ronin";"1998";"122690";"8195";"Action";"Crime";"Thriller";"-";"-"
"2279";"Urban Legend";"1998";"146336";"9877";"Horror";"Thriller";"-";"-";"-"
"2280";"Clay Pigeons";"1998";"118863";"26618";"Crime";"-";"-";"-";"-"
"2281";"Monument Ave.";"1998";"119802";"21132";"Action";"Crime";"Drama";"-";"-"
"2282";"Pecker";"1998";"126604";"11855";"Comedy";"Drama";"-";"-";"-"
"2283";"The Sheltering Sky";"1990";"100594";"24016";"Drama";"-";"-";"-";"-"
"2286";"The Fiendish Plot of Dr. Fu Manchu";"1980";"80731";"3486";"Comedy";"-";"-";"-";"-"
"2287";"Them!";"1954";"47573";"11071";"Horror";"Sci-Fi";"Thriller";"-";"-"
"2288";"The Thing";"1982";"84787";"1091";"Action";"Horror";"Sci-Fi";"Thriller";"-"
"2289";"The Player";"1992";"105151";"10403";"Comedy";"Crime";"Drama";"-";"-"
"2290";"Stardust Memories";"1980";"81554";"11337";"Comedy";"Drama";"-";"-";"-"
"2291";"Edward Scissorhands";"1990";"99487";"162";"Drama";"Fantasy";"Romance";"-";"-"
"2292";"Overnight Delivery";"1998";"117276";"25723";"Comedy";"Romance";"-";"-";"-"
"2294";"Antz";"1998";"120587";"8916";"Adventure";"Animation";"Children";"Comedy";"Fantasy"
"2295";"The Impostors";"1998";"120823";"28134";"Comedy";"-";"-";"-";"-"
"2296";"Night at the Roxbury, A";"1998";"120770";"9429";"Comedy";"-";"-";"-";"-"
"2297";"What Dreams May Come";"1998";"120889";"12159";"Adventure";"Drama";"Fantasy";"Romance";"-"
"2298";"Strangeland";"1998";"124102";"27791";"Thriller";"-";"-";"-";"-"
"2300";"The Producers";"1968";"63462";"30197";"Comedy";"-";"-";"-";"-"
"2301";"History of the World: Part I";"1981";"82517";"10156";"Comedy";"Musical";"-";"-";"-"
"2302";"My Cousin Vinny";"1992";"104952";"10377";"Comedy";"-";"-";"-";"-"
"2303";"Nashville";"1975";"73440";"3121";"Drama";"Musical";"-";"-";"-"
"2304";"Love Is the Devil";"1998";"119577";"4975";"Drama";"-";"-";"-";"-"
"2306";"Holy Man";"1998";"120701";"9713";"Comedy";"-";"-";"-";"-"
"2307";"One Tough Cop";"1998";"122642";"134368";"Action";"Crime";"-";"-";"-"
"2310";"The Mighty";"1998";"119670";"9821";"Drama";"-";"-";"-";"-"
"2311";"2010: The Year We Make Contact";"1984";"86837";"4437";"Sci-Fi";"-";"-";"-";"-"
"2312";"Children of a Lesser God";"1986";"90830";"1890";"Drama";"-";"-";"-";"-"
"2313";"The Elephant Man";"1980";"80678";"1955";"Drama";"-";"-";"-";"-"
"2314";"Beloved";"1998";"120603";"39437";"Drama";"-";"-";"-";"-"
"2315";"Bride of Chucky (Child's Play 4)";"1998";"144120";"11932";"Comedy";"Horror";"Thriller";"-";"-"
"2316";"Practical Magic";"1998";"120791";"6435";"Drama";"Fantasy";"Mystery";"Romance";"-"
"2318";"Happiness";"1998";"147612";"10683";"Comedy";"Drama";"-";"-";"-"
"2320";"Apt Pupil";"1998";"118636";"9445";"Drama";"Thriller";"-";"-";"-"
"2321";"Pleasantville";"1998";"120789";"2657";"Comedy";"Drama";"Fantasy";"-";"-"
"2322";"Soldier";"1998";"120157";"9425";"Action";"Sci-Fi";"War";"-";"-"
"2323";"The Cruise";"1998";"150230";"32326";"Documentary";"-";"-";"-";"-"
"2324";"Life Is Beautiful (La Vita è bella)";"1997";"118799";"637";"Comedy";"Drama";"Romance";"War";"-"
"2325";"Orgazmo";"1997";"124819";"8675";"Comedy";"-";"-";"-";"-"
"2327";"Tales from the Darkside: The Movie";"1990";"100740";"20701";"Fantasy";"Horror";"Thriller";"-";"-"
"2328";"Vampires";"1998";"120877";"9945";"Horror";"Western";"-";"-";"-"
"2329";"American History X";"1998";"120586";"73";"Crime";"Drama";"-";"-";"-"
"2330";"Hands on a Hard Body";"1996";"116481";"18603";"Comedy";"Documentary";"-";"-";"-"
"2331";"Living Out Loud";"1998";"120722";"46889";"Comedy";"Drama";"Romance";"-";"-"
"2332";"Belly";"1998";"158493";"12888";"Crime";"Drama";"-";"-";"-"
"2333";"Gods and Monsters";"1998";"120684";"3033";"Drama";"-";"-";"-";"-"
"2334";"The Siege";"1998";"133952";"9882";"Action";"Thriller";"-";"-";"-"
"2335";"The Waterboy";"1998";"120484";"10663";"Comedy";"-";"-";"-";"-"
"2336";"Elizabeth";"1998";"127536";"4518";"Drama";"-";"-";"-";"-"
"2337";"Velvet Goldmine";"1998";"120879";"1808";"Drama";"-";"-";"-";"-"
"2338";"I Still Know What You Did Last Summer";"1998";"130018";"3600";"Horror";"Mystery";"Thriller";"-";"-"
"2339";"I'll Be Home For Christmas";"1998";"155753";"17037";"Comedy";"Romance";"-";"-";"-"
"2340";"Meet Joe Black";"1998";"119643";"297";"Romance";"-";"-";"-";"-"
"2342";"Hard Core Logo";"1996";"116488";"21589";"Comedy";"Drama";"-";"-";"-"
"2344";"Runaway Train";"1985";"89941";"11893";"Action";"Adventure";"Drama";"Thriller";"-"
"2346";"The Stepford Wives";"1975";"73747";"12223";"Mystery";"Sci-Fi";"Thriller";"-";"-"
"2347";"The Pope of Greenwich Village";"1984";"87932";"32081";"Drama";"-";"-";"-";"-"
"2348";"Sid and Nancy";"1986";"91954";"14924";"Drama";"-";"-";"-";"-"
"2349";"Mona Lisa";"1986";"91538";"10002";"Comedy";"Thriller";"-";"-";"-"
"2350";"Heart Condition";"1990";"99750";"41817";"Comedy";"-";"-";"-";"-"
"2351";"Nights of Cabiria (Notti di Cabiria, Le)";"1957";"50783";"19426";"Drama";"-";"-";"-";"-"
"2352";"The Big Chill";"1983";"85244";"12560";"Comedy";"Drama";"-";"-";"-"
"2353";"Enemy of the State";"1998";"120660";"9798";"Action";"Thriller";"-";"-";"-"
"2354";"The Rugrats Movie";"1998";"134067";"14444";"Animation";"Children";"Comedy";"-";"-"
"2355";"Bug's Life, A";"1998";"120623";"9487";"Adventure";"Animation";"Children";"Comedy";"-"
"2356";"Celebrity";"1998";"120533";"9466";"Comedy";"-";"-";"-";"-"
"2357";"Central Station (Central do Brasil)";"1998";"140888";"666";"Drama";"-";"-";"-";"-"
"2358";"Savior";"1998";"120070";"2042";"Drama";"War";"-";"-";"-"
"2359";"Waking Ned Devine (a.k.a. Waking Ned)";"1998";"166396";"10162";"Comedy";"-";"-";"-";"-"
"2360";"The Celebration (Festen)";"1998";"154420";"309";"Drama";"-";"-";"-";"-"
"2361";"Pink Flamingos";"1972";"69089";"692";"Comedy";"-";"-";"-";"-"
"2362";"Glen or Glenda";"1953";"45826";"24018";"Drama";"-";"-";"-";"-"
"2363";"Godzilla (Gojira)";"1954";"47034";"1678";"Drama";"Horror";"Sci-Fi";"-";"-"
"2364";"The Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla)";"1984";"87344";"39256";"Action";"Horror";"Sci-Fi";"Thriller";"-"
"2365";"King Kong vs. Godzilla (Kingukongu tai Gojira)";"1962";"56142";"1680";"Action";"Sci-Fi";"-";"-";"-"
"2366";"King Kong";"1933";"24216";"244";"Action";"Adventure";"Fantasy";"Horror";"-"
"2367";"King Kong";"1976";"74751";"10730";"Adventure";"Fantasy";"Romance";"Sci-Fi";"Thriller"
"2368";"King Kong Lives";"1986";"91344";"31947";"Adventure";"Sci-Fi";"-";"-";"-"
"2369";"Desperately Seeking Susan";"1985";"89017";"8130";"Comedy";"Drama";"Romance";"-";"-"
"2370";"The Emerald Forest";"1985";"89087";"11532";"Action";"Adventure";"Drama";"-";"-"
"2371";"Fletch";"1985";"89155";"9749";"Comedy";"Crime";"Mystery";"-";"-"
"2372";"Fletch Lives";"1989";"97366";"14628";"Comedy";"-";"-";"-";"-"
"2373";"Red Sonja";"1985";"89893";"9626";"Action";"Adventure";"Fantasy";"-";"-"
"2374";"Gung Ho";"1986";"91159";"13698";"Comedy";"Drama";"-";"-";"-"
"2375";"The Money Pit";"1986";"91541";"10466";"Comedy";"-";"-";"-";"-"
"2376";"View to a Kill, A";"1985";"90264";"707";"Action";"Adventure";"Thriller";"-";"-"
"2377";"Lifeforce";"1985";"89489";"11954";"Horror";"Sci-Fi";"-";"-";"-"
"2378";"Police Academy";"1984";"87928";"9336";"Comedy";"Crime";"-";"-";"-"
"2379";"Police Academy 2: Their First Assignment";"1985";"89822";"10157";"Comedy";"Crime";"-";"-";"-"
"2380";"Police Academy 3: Back in Training";"1986";"91777";"12118";"Comedy";"Crime";"-";"-";"-"
"2381";"Police Academy 4: Citizens on Patrol";"1987";"93756";"10587";"Comedy";"Crime";"-";"-";"-"
"2382";"Police Academy 5: Assignment: Miami Beach";"1988";"95882";"11825";"Comedy";"Crime";"-";"-";"-"
"2383";"Police Academy 6: City Under Siege";"1989";"98105";"11895";"Comedy";"Crime";"-";"-";"-"
"2384";"Babe: Pig in the City";"1998";"120595";"9447";"Adventure";"Children";"Drama";"-";"-"
"2385";"Home Fries";"1998";"119304";"12257";"Comedy";"Romance";"-";"-";"-"
"2387";"Very Bad Things";"1998";"124198";"10029";"Comedy";"Crime";"-";"-";"-"
"2388";"Steam: The Turkish Bath (Hamam)";"1997";"119248";"27104";"Drama";"Romance";"-";"-";"-"
"2389";"Psycho";"1998";"155975";"11252";"Crime";"Horror";"Thriller";"-";"-"
"2390";"Little Voice";"1998";"147004";"8545";"Comedy";"-";"-";"-";"-"
"2391";"Simple Plan, A";"1998";"120324";"10223";"Crime";"Drama";"Thriller";"-";"-"
"2392";"Jack Frost";"1998";"141109";"9745";"Children";"Comedy";"Drama";"-";"-"
"2393";"Star Trek: Insurrection";"1998";"120844";"200";"Action";"Drama";"Romance";"Sci-Fi";"-"
"2394";"The Prince of Egypt";"1998";"120794";"9837";"Animation";"Musical";"-";"-";"-"
"2395";"Rushmore";"1998";"128445";"11545";"Comedy";"Drama";"-";"-";"-"
"2396";"Shakespeare in Love";"1998";"138097";"1934";"Comedy";"Drama";"Romance";"-";"-"
"2398";"Miracle on 34th Street";"1947";"39628";"11881";"Comedy";"Drama";"-";"-";"-"
"2399";"Santa Claus: The Movie";"1985";"89961";"13764";"Adventure";"Children";"Fantasy";"-";"-"
"2400";"Prancer";"1989";"98115";"24951";"Children";"Drama";"Fantasy";"-";"-"
"2401";"Pale Rider";"1985";"89767";"8879";"Western";"-";"-";"-";"-"
"2402";"Rambo: First Blood Part II";"1985";"89880";"1369";"Action";"Adventure";"Thriller";"-";"-"
"2403";"First Blood (Rambo: First Blood)";"1982";"83944";"1368";"Action";"Adventure";"Drama";"Thriller";"-"
"2404";"Rambo III";"1988";"95956";"1370";"Action";"Adventure";"Thriller";"War";"-"
"2405";"The Jewel of the Nile";"1985";"89370";"10303";"Action";"Adventure";"Comedy";"Romance";"-"
"2406";"Romancing the Stone";"1984";"88011";"9326";"Action";"Adventure";"Comedy";"Romance";"-"
"2407";"Cocoon";"1985";"88933";"10328";"Comedy";"Sci-Fi";"-";"-";"-"
"2408";"Cocoon: The Return";"1988";"94890";"11285";"Comedy";"Sci-Fi";"-";"-";"-"
"2409";"Rocky II";"1979";"79817";"1367";"Action";"Drama";"-";"-";"-"
"2410";"Rocky III";"1982";"84602";"1371";"Action";"Drama";"-";"-";"-"
"2411";"Rocky IV";"1985";"89927";"1374";"Action";"Drama";"-";"-";"-"
"2412";"Rocky V";"1990";"100507";"1375";"Action";"Drama";"-";"-";"-"
"2413";"Clue";"1985";"88930";"15196";"Comedy";"Crime";"Mystery";"Thriller";"-"
"2414";"Young Sherlock Holmes";"1985";"90357";"11904";"Action";"Adventure";"Children";"Fantasy";"Mystery"
"2415";"Violets Are Blue...";"1986";"92173";"215875";"Drama";"Romance";"-";"-";"-"
"2416";"Back to School";"1986";"90685";"15596";"Comedy";"-";"-";"-";"-"
"2417";"Heartburn";"1986";"91188";"13818";"Comedy";"Drama";"-";"-";"-"
"2418";"Nothing in Common";"1986";"91653";"29968";"Comedy";"-";"-";"-";"-"
"2419";"Extremities";"1986";"91024";"44326";"Drama";"Thriller";"-";"-";"-"
"2420";"The Karate Kid";"1984";"87538";"1885";"Drama";"-";"-";"-";"-"
"2421";"The Karate Kid, Part II";"1986";"91326";"8856";"Action";"Adventure";"Drama";"-";"-"
"2422";"The Karate Kid, Part III";"1989";"97647";"10495";"Action";"Adventure";"Children";"Drama";"-"
"2423";"Christmas Vacation (National Lampoon's Christmas Vacation)";"1989";"97958";"5825";"Comedy";"-";"-";"-";"-"
"2424";"You've Got Mail";"1998";"128853";"9489";"Comedy";"Romance";"-";"-";"-"
"2425";"The General";"1998";"120706";"16885";"Crime";"-";"-";"-";"-"
"2427";"The Thin Red Line";"1998";"120863";"8741";"Action";"Drama";"War";"-";"-"
"2428";"The Faculty";"1998";"133751";"9276";"Horror";"Sci-Fi";"-";"-";"-"
"2429";"Mighty Joe Young";"1998";"120751";"9822";"Action";"Adventure";"Drama";"Fantasy";"Thriller"
"2430";"Mighty Joe Young";"1949";"41650";"39314";"Adventure";"Children";"Drama";"-";"-"
"2431";"Patch Adams";"1998";"129290";"10312";"Comedy";"Drama";"-";"-";"-"
"2432";"Stepmom";"1998";"120686";"9441";"Drama";"-";"-";"-";"-"
"2433";"Civil Action, A";"1998";"120633";"9422";"Drama";"-";"-";"-";"-"
"2435";"Hurlyburly";"1998";"119336";"24525";"Drama";"-";"-";"-";"-"
"2436";"Tea with Mussolini";"1999";"120857";"10368";"Comedy";"Drama";"War";"-";"-"
"2439";"Affliction";"1997";"118564";"31662";"Drama";"-";"-";"-";"-"
"2442";"Hilary and Jackie";"1998";"150915";"46992";"Drama";"-";"-";"-";"-"
"2443";"Playing by Heart";"1998";"145734";"825";"Drama";"Romance";"-";"-";"-"
"2445";"At First Sight";"1999";"132512";"15556";"Drama";"-";"-";"-";"-"
"2446";"In Dreams";"1999";"120710";"28902";"Horror";"Thriller";"-";"-";"-"
"2447";"Varsity Blues";"1999";"139699";"14709";"Comedy";"Drama";"-";"-";"-"
"2448";"Virus";"1999";"120458";"9423";"Horror";"Sci-Fi";"-";"-";"-"
"2450";"Howard the Duck";"1986";"91225";"10658";"Adventure";"Comedy";"Sci-Fi";"-";"-"
"2451";"The Gate";"1987";"93075";"6917";"Horror";"-";"-";"-";"-"
"2453";"The Boy Who Could Fly";"1986";"90768";"24086";"Drama";"Fantasy";"-";"-";"-"
"2454";"The Fly";"1958";"51622";"11815";"Horror";"Mystery";"Sci-Fi";"-";"-"
"2455";"The Fly";"1986";"91064";"9426";"Drama";"Horror";"Sci-Fi";"Thriller";"-"
"2456";"The Fly II";"1989";"97368";"10344";"Horror";"Sci-Fi";"-";"-";"-"
"2457";"Running Scared";"1986";"91875";"15698";"Action";"Comedy";"-";"-";"-"
"2458";"Armed and Dangerous";"1986";"90660";"2620";"Comedy";"Crime";"-";"-";"-"
"2459";"The Texas Chainsaw Massacre";"1974";"72271";"30497";"Horror";"-";"-";"-";"-"
"2460";"The Texas Chainsaw Massacre 2";"1986";"92076";"16337";"Horror";"-";"-";"-";"-"
"2462";"Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre)";"1994";"110978";"16780";"Horror";"-";"-";"-";"-"
"2463";"Ruthless People";"1986";"91877";"12151";"Comedy";"-";"-";"-";"-"
"2465";"Deadly Friend";"1986";"90917";"33278";"Horror";"-";"-";"-";"-"
"2467";"The Name of the Rose (Name der Rose, Der)";"1986";"91605";"192";"Crime";"Drama";"Mystery";"Thriller";"-"
"2468";"Jumpin' Jack Flash";"1986";"91306";"10945";"Action";"Comedy";"Romance";"Thriller";"-"
"2469";"Peggy Sue Got Married";"1986";"91738";"10013";"Comedy";"Drama";"-";"-";"-"
"2470";"Crocodile Dundee";"1986";"90555";"9671";"Adventure";"Comedy";"-";"-";"-"
"2471";"Crocodile Dundee II";"1988";"92493";"9396";"Action";"Adventure";"Comedy";"-";"-"
"2472";"Tough Guys";"1986";"92105";"11038";"Comedy";"-";"-";"-";"-"
"2473";"Soul Man";"1986";"91991";"12278";"Comedy";"-";"-";"-";"-"
"2474";"The Color of Money";"1986";"90863";"11873";"Drama";"-";"-";"-";"-"
"2475";"52 Pick-Up";"1986";"90567";"18588";"Action";"Mystery";"Thriller";"-";"-"
"2476";"Heartbreak Ridge";"1986";"91187";"10015";"Action";"War";"-";"-";"-"
"2477";"Firewalker";"1986";"91055";"12715";"Adventure";"-";"-";"-";"-"
"2478";"¡Three Amigos!";"1986";"92086";"8388";"Comedy";"Western";"-";"-";"-"
"2481";"My Name Is Joe";"1998";"151691";"8129";"Drama";"Romance";"-";"-";"-"
"2482";"Still Crazy";"1998";"149151";"1618";"Comedy";"Romance";"-";"-";"-"
"2483";"The Day of the Beast (Día de la Bestia, El)";"1995";"112922";"10722";"Adventure";"Comedy";"Thriller";"-";"-"
"2485";"She's All That";"1999";"160862";"10314";"Comedy";"Romance";"-";"-";"-"
"2488";"Peeping Tom";"1960";"54167";"11167";"Drama";"Horror";"Thriller";"-";"-"
"2490";"Payback";"1999";"120784";"2112";"Action";"Thriller";"-";"-";"-"
"2491";"Simply Irresistible";"1999";"145893";"16172";"Comedy";"Romance";"-";"-";"-"
"2492";"20 Dates";"1998";"138987";"111794";"Comedy";"Romance";"-";"-";"-"
"2493";"The Harmonists";"1997";"128133";"9524";"Drama";"-";"-";"-";"-"
"2494";"The Last Days";"1998";"174852";"20595";"Documentary";"-";"-";"-";"-"
"2495";"The Fantastic Planet (Planète sauvage, La)";"1973";"70544";"16306";"Animation";"Sci-Fi";"-";"-";"-"
"2496";"Blast from the Past";"1999";"124298";"11622";"Comedy";"Romance";"-";"-";"-"
"2497";"Message in a Bottle";"1999";"139462";"10207";"Romance";"-";"-";"-";"-"
